id,etiqueta,bytes,url
1gORrtrrz9qxsDym2D9ZYldLovqgeuiDW,PPL y Personas Indígenas,555640,https://drive.google.com/uc?export=download&id=1gORrtrrz9qxsDym2D9ZYldLovqgeuiDW
1QjH0i2FB186mLFZnwvvGA-uoKZzVh8Dq,Resultados Protección Social,550304,https://drive.google.com/uc?export=download&id=1QjH0i2FB186mLFZnwvvGA-uoKZzVh8Dq
1VyjPJlYYc8TYLzfFSFHAKqONNLZpEHK0,(sin etiqueta visible),550304,https://drive.google.com/uc?export=download&id=1VyjPJlYYc8TYLzfFSFHAKqONNLZpEHK0
1fE2tef9L0jsffPfYorgducYloZLKAWZp,Adulto Mayor,550236,https://drive.google.com/uc?export=download&id=1fE2tef9L0jsffPfYorgducYloZLKAWZp
1DhCNNcYdOYsqttgdUwJxkIlCLkvQlcgA,Resultados Primera Infancia,544335,https://drive.google.com/uc?export=download&id=1DhCNNcYdOYsqttgdUwJxkIlCLkvQlcgA
1r_bNlgv3NvigpcnGoQRVxoUrT_yINWRp,Reconstrucción del Tejido Social,543256,https://drive.google.com/uc?export=download&id=1r_bNlgv3NvigpcnGoQRVxoUrT_yINWRp
1C15tZulQPchxeyjL-h8yVQWSKfdDJ_H9,"Desarrollo Integral de Niñas, Niños y Jóvenes",543254,https://drive.google.com/uc?export=download&id=1C15tZulQPchxeyjL-h8yVQWSKfdDJ_H9
1dBrJuFHgJfDS-fAaBkiotcfdSByDPG3w,Personas con Discapacidad,535943,https://drive.google.com/uc?export=download&id=1dBrJuFHgJfDS-fAaBkiotcfdSByDPG3w
1Bc8PLvUDg23X6GZavKg0aAODrHP72yir,Migrantes,535762,https://drive.google.com/uc?export=download&id=1Bc8PLvUDg23X6GZavKg0aAODrHP72yir
1X2pppY03evO_ua03TN6VBOm5nKVKg4W0,Adultos Mayores,504827,https://drive.google.com/uc?export=download&id=1X2pppY03evO_ua03TN6VBOm5nKVKg4W0
1fgeXtW83yOQAmiwxrIGcinGUBLw0JfYh,Desarrollo Integral de Migrantes,501861,https://drive.google.com/uc?export=download&id=1fgeXtW83yOQAmiwxrIGcinGUBLw0JfYh
1g0Ho7aaVOqrZHzgKH0xlYERgBcAU-_VJ,Apoyo Mensual,467721,https://drive.google.com/uc?export=download&id=1g0Ho7aaVOqrZHzgKH0xlYERgBcAU-_VJ
1rZmgToXYtQ2JJvh4SlMDHIrA2ej-zYY4,Insumos COVID-19,455483,https://drive.google.com/uc?export=download&id=1rZmgToXYtQ2JJvh4SlMDHIrA2ej-zYY4
1K5cS_dnt84tGo_N0PphSdAXXlqbW_ydz,Violencia Contra las Mujeres,449913,https://drive.google.com/uc?export=download&id=1K5cS_dnt84tGo_N0PphSdAXXlqbW_ydz
1SUll5aK9j7rvZIBsOIfizrnthM3De_b_,(sin etiqueta visible),445568,https://drive.google.com/uc?export=download&id=1SUll5aK9j7rvZIBsOIfizrnthM3De_b_
10uCAd_l0bzh_SxwrKEQXyPbxzQuS4hjn,(sin etiqueta visible),435859,https://drive.google.com/uc?export=download&id=10uCAd_l0bzh_SxwrKEQXyPbxzQuS4hjn
1V8_bVvpiE7MX1n6IhfrNXtKM_p78tpQo,Convocatoria apoyo para la inversión social estratégica 2026,416565,https://drive.google.com/uc?export=download&id=1V8_bVvpiE7MX1n6IhfrNXtKM_p78tpQo
14MnCP_PBTwD1aNg4wVGZFmnHom0ZUah1,Adultos Mayores,415049,https://drive.google.com/uc?export=download&id=14MnCP_PBTwD1aNg4wVGZFmnHom0ZUah1
1DbgVcPzur1GDhAzovbJ_o2YWVeeoi5R3,Adultos Mayores,405923,https://drive.google.com/uc?export=download&id=1DbgVcPzur1GDhAzovbJ_o2YWVeeoi5R3
1T_Yvb-ebqdjnS1nGDv7q_v3G_V4bq5iz,Desarrollo Integral Personas Indígenas,400450,https://drive.google.com/uc?export=download&id=1T_Yvb-ebqdjnS1nGDv7q_v3G_V4bq5iz
1XH7vqsZAGOhDmmXlEQJtWYj0v4oS0RNu,Mujeres,399745,https://drive.google.com/uc?export=download&id=1XH7vqsZAGOhDmmXlEQJtWYj0v4oS0RNu
1sYcAOkTi8E_yYR_OSKHfhUqctVP6i2Cl,Convocatoria apoyo para la inversión social anual 2026,395532,https://drive.google.com/uc?export=download&id=1sYcAOkTi8E_yYR_OSKHfhUqctVP6i2Cl
1CAVedchnoRN-Iy1eXadNDj96AhY6wQQU,Inclusión Productiva Personas con Discapacidad,389813,https://drive.google.com/uc?export=download&id=1CAVedchnoRN-Iy1eXadNDj96AhY6wQQU
1K2-YV_uHvso_YR7W6dUcK91RWtlA14zF,"Desarrollo Integral Niñas, Niños y Jóvenes",388477,https://drive.google.com/uc?export=download&id=1K2-YV_uHvso_YR7W6dUcK91RWtlA14zF
1522tmInjVDzf0Ebl7RKanQ820bLTewOT,Desarrollo Integral de Indígenas y Migrantes,387468,https://drive.google.com/uc?export=download&id=1522tmInjVDzf0Ebl7RKanQ820bLTewOT
1f8hm6sbc_kUkrd8QHrs22rHgn2mWJ3Fh,Insumos COVID-19,375676,https://drive.google.com/uc?export=download&id=1f8hm6sbc_kUkrd8QHrs22rHgn2mWJ3Fh
1eU9MfjmUtAPyqAMnwrNnULXUlNhj9j3X,Personas con Discapacidad,372793,https://drive.google.com/uc?export=download&id=1eU9MfjmUtAPyqAMnwrNnULXUlNhj9j3X
1MB_bFPDw7rkpayYGmInhkih0-3qheiyX,Convocatoria,341341,https://drive.google.com/uc?export=download&id=1MB_bFPDw7rkpayYGmInhkih0-3qheiyX
1MSoOQ5r_PMTPK1jGCFL2ePH1I_X5dAOL,Ayudamos a Garantizar la,336802,https://drive.google.com/uc?export=download&id=1MSoOQ5r_PMTPK1jGCFL2ePH1I_X5dAOL
10AMQ6uJQuwpnjE3pX1Vxg0RgqWQzUhTM,Apoyo Mensual,336129,https://drive.google.com/uc?export=download&id=10AMQ6uJQuwpnjE3pX1Vxg0RgqWQzUhTM
1exoGRy8alTCanRPwMFfI3UklmGAXH4A4,Violencia Contra las Mujeres,333916,https://drive.google.com/uc?export=download&id=1exoGRy8alTCanRPwMFfI3UklmGAXH4A4
1YRUARikVbrhCx5NpuTSsHN-qpkwb1ftc,Prevención de la Violencia Contra las Mujeres,325513,https://drive.google.com/uc?export=download&id=1YRUARikVbrhCx5NpuTSsHN-qpkwb1ftc
1fVEnm6F84kroQYwTeZ-k47l2SZRBxzvL,Ayudamos a Garantizar la Protección Social 2025,321804,https://drive.google.com/uc?export=download&id=1fVEnm6F84kroQYwTeZ-k47l2SZRBxzvL
1vCyjx257qBG4ITHsQ7_ijrA6ja5ZbKFy,(sin etiqueta visible),316324,https://drive.google.com/uc?export=download&id=1vCyjx257qBG4ITHsQ7_ijrA6ja5ZbKFy
1FDRo_K5fgzoTR-Txt5AancjQf_Oz6f3Q,Adicciones en Jóvenes,314935,https://drive.google.com/uc?export=download&id=1FDRo_K5fgzoTR-Txt5AancjQf_Oz6f3Q
143UbyredI0fvBP4uvrcOMQ-16-Li3SHH,Ayudamos a Garantizar el Cuidado 2025,306537,https://drive.google.com/uc?export=download&id=143UbyredI0fvBP4uvrcOMQ-16-Li3SHH
1y5HTqXjgpeO_zk0vJ60HWDOHcWLAO4f5,Inclusión Prioritaria,302880,https://drive.google.com/uc?export=download&id=1y5HTqXjgpeO_zk0vJ60HWDOHcWLAO4f5
13lz_qWtnKZl6GpOzE2eTAzs6zWdgqkjV,I nversión Social Anual,301664,https://drive.google.com/uc?export=download&id=13lz_qWtnKZl6GpOzE2eTAzs6zWdgqkjV
1hik5Bvvi2V29BwK4svp7_CmuZliUTmCi,Ayudamos a Garantizar el Cuidado 2025,294744,https://drive.google.com/uc?export=download&id=1hik5Bvvi2V29BwK4svp7_CmuZliUTmCi
1p2oTJGjjHJ4fbHQTuzrKTyohOIJ9ycez,LEY DE FOMENTO A LA SOCIEDAD CIVIL ORGANIZADA PARA EL ESTADO DE,289782,https://drive.google.com/uc?export=download&id=1p2oTJGjjHJ4fbHQTuzrKTyohOIJ9ycez
1-rFd7ycPUuwtxUOUXRmgualqvkwbZMtC,Primera Infancia,288152,https://drive.google.com/uc?export=download&id=1-rFd7ycPUuwtxUOUXRmgualqvkwbZMtC
1dYkppW0ZOFszW-i9-WsSuy1vuFIQI71I,Inclusión Social y no Discriminación,285479,https://drive.google.com/uc?export=download&id=1dYkppW0ZOFszW-i9-WsSuy1vuFIQI71I
1LgPsJUEiPc9oZwSOPg6C4e_4ZAxZnUzi,Protección Social,284898,https://drive.google.com/uc?export=download&id=1LgPsJUEiPc9oZwSOPg6C4e_4ZAxZnUzi
1s2SaLVDCiq5GnrtWi2NhuHhKOa5URpR2,Ayudamos a Garantizar la Inclusión 2025,282624,https://drive.google.com/uc?export=download&id=1s2SaLVDCiq5GnrtWi2NhuHhKOa5URpR2
1287tG3nAO3RMWfZbBi29yOhyfE1MWO9k,AVISO DE PRIVACIDAD,278565,https://drive.google.com/uc?export=download&id=1287tG3nAO3RMWfZbBi29yOhyfE1MWO9k
1H_MilKhLXNr_AuiwLiZvA9jwenLNxBIW,Instituciones Asistenciales,276106,https://drive.google.com/uc?export=download&id=1H_MilKhLXNr_AuiwLiZvA9jwenLNxBIW
12mgGnh7jX1hx-_mLC8iOl1TTP_4w-Fzr,CRITERIOS DE APOYO A OSC 2009,271166,https://drive.google.com/uc?export=download&id=12mgGnh7jX1hx-_mLC8iOl1TTP_4w-Fzr
1GRFRDulmmaJcLn1hBD0w5LGgAxNn-0MH,Ayudamos a Garantizar la Inclusión 2025,269626,https://drive.google.com/uc?export=download&id=1GRFRDulmmaJcLn1hBD0w5LGgAxNn-0MH
1dFXEEOxyGd5N1rtxpo2JmH0gQ3_p5g94,Personas con Discapacidad,268206,https://drive.google.com/uc?export=download&id=1dFXEEOxyGd5N1rtxpo2JmH0gQ3_p5g94
16p66gYngGdHjnpJUut2zicZlukYathX3,"Atención de Indígenas, Jóvenes y Migrantes",266930,https://drive.google.com/uc?export=download&id=16p66gYngGdHjnpJUut2zicZlukYathX3
1QjdPORk0sBKnAJGc0RyCKLE8KmCGuSaN,Resultados Inversión Social Anual,266774,https://drive.google.com/uc?export=download&id=1QjdPORk0sBKnAJGc0RyCKLE8KmCGuSaN
1cFMXb_PBfSCHI4pcOo5Y5-Yze7gPQ-e2,(sin etiqueta visible),261432,https://drive.google.com/uc?export=download&id=1cFMXb_PBfSCHI4pcOo5Y5-Yze7gPQ-e2
1Uy7FNGlndw8x-cdfMYXaU_oqHUUXPMgN,Inclusión Prioritaria,260561,https://drive.google.com/uc?export=download&id=1Uy7FNGlndw8x-cdfMYXaU_oqHUUXPMgN
195hcKFGXqtsisEcSDYAPRTe10kkFSTHN,Comunicado,257105,https://drive.google.com/uc?export=download&id=195hcKFGXqtsisEcSDYAPRTe10kkFSTHN
1nVBIfaEm-PiAf2l2PU-JPbSmWGLkN07Z,Prevención de la Violencia,246801,https://drive.google.com/uc?export=download&id=1nVBIfaEm-PiAf2l2PU-JPbSmWGLkN07Z
11gebdEwg8hfMs2DNlO6AedH7NeYa4eIl,Comunicado sobre la publicación de resultados Apoyo para la inversión social anual 2026,243669,https://drive.google.com/uc?export=download&id=11gebdEwg8hfMs2DNlO6AedH7NeYa4eIl
137ef0ELjVmdqw1nN2-PteCw89kRnghs5,Primera Infancia,243632,https://drive.google.com/uc?export=download&id=137ef0ELjVmdqw1nN2-PteCw89kRnghs5
1hZBsOgCLtA7Fg9meAUkd7ZS3fQp9BZzy,Resultados Convocatoria apoyo para la inversión social estratégica 2026,243302,https://drive.google.com/uc?export=download&id=1hZBsOgCLtA7Fg9meAUkd7ZS3fQp9BZzy
1hJqaTlrrN9zF2XIIsffx5aP3dkDtj3pm,Protección Social,242830,https://drive.google.com/uc?export=download&id=1hJqaTlrrN9zF2XIIsffx5aP3dkDtj3pm
18EfJzaVoKyxb-F65qdBHZuCHHU5EPRlg,Familias con Futuro,189686,https://drive.google.com/uc?export=download&id=18EfJzaVoKyxb-F65qdBHZuCHHU5EPRlg
1CesOrN8KZ1FLuCkUhIxcXw_DH_bPHfP3,Personas con Discapacidad,141812,https://drive.google.com/uc?export=download&id=1CesOrN8KZ1FLuCkUhIxcXw_DH_bPHfP3
1nRYHSE3HjFAzJVpKGUNA2_3-75CR4ZNf,(sin etiqueta visible),129890,https://drive.google.com/uc?export=download&id=1nRYHSE3HjFAzJVpKGUNA2_3-75CR4ZNf
11-EfgwtH4OwIKQLiX4vkhsAPP68Z650x,I nversión Social Anual,122183,https://drive.google.com/uc?export=download&id=11-EfgwtH4OwIKQLiX4vkhsAPP68Z650x
1TAieDmIkSlQ8gVfx4h0Joq24HfMxV-aj,Resultados Apoyo Mensual,120487,https://drive.google.com/uc?export=download&id=1TAieDmIkSlQ8gVfx4h0Joq24HfMxV-aj
1zdcZr8amzoD0an7C-prmtJZr6AtMVOLF,Convocatoria,119085,https://drive.google.com/uc?export=download&id=1zdcZr8amzoD0an7C-prmtJZr6AtMVOLF
1_86j8yivSYnU-LcPC6pZn6bIj4YiudgF,Resultados Inversión Social Anual,116143,https://drive.google.com/uc?export=download&id=1_86j8yivSYnU-LcPC6pZn6bIj4YiudgF
1h8VV3jvLqIz-ey3EDg2dD7SAw4RN-yqT,Resultados Mensual,109478,https://drive.google.com/uc?export=download&id=1h8VV3jvLqIz-ey3EDg2dD7SAw4RN-yqT
10pVYx3RyTMET2mzbqYptl831JUP-b2Jg,Resultados Apoyo Mensual,103521,https://drive.google.com/uc?export=download&id=10pVYx3RyTMET2mzbqYptl831JUP-b2Jg
12DkYLaGaIAU0Tjr2KaH5i4Csi8Dxh0vO,ACUERDO DE REGISTRO ESTATAL DE OSC,101838,https://drive.google.com/uc?export=download&id=12DkYLaGaIAU0Tjr2KaH5i4Csi8Dxh0vO
1RTtdHIFRZH7d2mbtf2MlzJDuWlPbJg_R,"Resultados Desarrollo Integral Niñas, Niños y Jóvenes",73827,https://drive.google.com/uc?export=download&id=1RTtdHIFRZH7d2mbtf2MlzJDuWlPbJg_R
1taCIbCc5OsohdFiHka6STiLRR759AyoZ,"Resultados Desarrollo Integral de Niñas, Niños y Jóvenes",73215,https://drive.google.com/uc?export=download&id=1taCIbCc5OsohdFiHka6STiLRR759AyoZ
1txQnHMkp__L32OE2G-Xc8ziBqvEaDNz3,Resultados Infraestructura Frente al COVID-19,72750,https://drive.google.com/uc?export=download&id=1txQnHMkp__L32OE2G-Xc8ziBqvEaDNz3
1AfGhr37AzCM8temOx8JcYRtAV7qfbaJS,"Resultados Desarrollo Integral de Niñas, Niños y Jóvenes",69902,https://drive.google.com/uc?export=download&id=1AfGhr37AzCM8temOx8JcYRtAV7qfbaJS
1X-ZD2r9eekK-Pw20XZSMXIje66ss01nF,Resultados Violencia Contra las Mujeres,67110,https://drive.google.com/uc?export=download&id=1X-ZD2r9eekK-Pw20XZSMXIje66ss01nF
1Jqs_cIP1yByf3ZXAIcFNhWx4OrtjLUw6,Resultados Personas con Discapacidad,66680,https://drive.google.com/uc?export=download&id=1Jqs_cIP1yByf3ZXAIcFNhWx4OrtjLUw6
1iN8LhrI2IWZK5y2Ti3VvcIYUz3cekWM_,Resultados Prevención de la Violencia Contra las Mujeres,66385,https://drive.google.com/uc?export=download&id=1iN8LhrI2IWZK5y2Ti3VvcIYUz3cekWM_
1wjeG0RtcFPXf_JzGgE7lHq9sX3S-GtPT,Resultados Violencia Contra las Mujeres,64308,https://drive.google.com/uc?export=download&id=1wjeG0RtcFPXf_JzGgE7lHq9sX3S-GtPT
1KGFwaLWayNxIQFPkvLzhagq2WZvcqyC7,Resultados Adulto Mayor,62668,https://drive.google.com/uc?export=download&id=1KGFwaLWayNxIQFPkvLzhagq2WZvcqyC7
1Dl84SH7RYCTXyfPRTj0HywXFcJjVV5Q-,Resultados Prevención de la Violencia Contra las Mujeres,60709,https://drive.google.com/uc?export=download&id=1Dl84SH7RYCTXyfPRTj0HywXFcJjVV5Q-
1HDkQq_lodeW358FdQSdoBWrCArTW6wuT,Mensual,59047,https://drive.google.com/uc?export=download&id=1HDkQq_lodeW358FdQSdoBWrCArTW6wuT
1S-_SMFRWQ6Fa_DeAwvhSGsccFagGuMWX,Resultados Insumos COVID-19,58373,https://drive.google.com/uc?export=download&id=1S-_SMFRWQ6Fa_DeAwvhSGsccFagGuMWX
1DAGHOsRBgnrPAI2CcC6bl7Mg44hH_yM5,Resultados Adicciones en Jóvenes,55934,https://drive.google.com/uc?export=download&id=1DAGHOsRBgnrPAI2CcC6bl7Mg44hH_yM5
1TkcvGuqqpe9lgw8Gu01Hzofg5iTWSM1G,Resultados Personas con Discapacidad,55415,https://drive.google.com/uc?export=download&id=1TkcvGuqqpe9lgw8Gu01Hzofg5iTWSM1G
1syUn2467cbkJp_zzTUHXx9RpCynTzQC2,Resultados Insumos COVID-19,55313,https://drive.google.com/uc?export=download&id=1syUn2467cbkJp_zzTUHXx9RpCynTzQC2
1wfPKL12nY10ibgiIw9O3FldG4dDH9wSP,Resultados Adultos Mayores,54685,https://drive.google.com/uc?export=download&id=1wfPKL12nY10ibgiIw9O3FldG4dDH9wSP
1FGmSnyrTDgxEyZ9vs-IrDE5OwtsAjrXM,Resultados Adultos Mayores,54463,https://drive.google.com/uc?export=download&id=1FGmSnyrTDgxEyZ9vs-IrDE5OwtsAjrXM
1tqnnAP6yO4F8KRgX_kqwm7icag1i_vyu,Reconstrucción del Tejido Social,54395,https://drive.google.com/uc?export=download&id=1tqnnAP6yO4F8KRgX_kqwm7icag1i_vyu
11Zfs4LWAGCRQqvpfGK4YzDMrNHcDgjV8,Resultados Reconstrucción del Tejido Social,53994,https://drive.google.com/uc?export=download&id=11Zfs4LWAGCRQqvpfGK4YzDMrNHcDgjV8
